step,loss,r1,r2,kl1,kl2
69,0.6924922466278076,4.781548023223877,3.5870039463043213,12.1328125,17.5
0,2.1277663707733154,5.066042900085449,0.5563633441925049,3.58984375,11.703125
70,0.13494201004505157,3.221700429916382,3.5620675086975098,11.9609375,11.9921875
71,0.8229132294654846,3.8155393600463867,1.1376367807388306,19.3125,13.1171875
1,0.20531295239925385,4.416821002960205,5.0200724601745605,13.9140625,14.8125
72,1.6456364393234253,4.14744758605957,1.5831331014633179,15.234375,30.75
2,1.491884708404541,3.2226192951202393,-0.43280795216560364,16.015625,16.765625
73,0.46643272042274475,1.0931726694107056,0.40922796726226807,12.59375,17.421875
3,2.504946231842041,-1.027060866355896,5.1206231117248535,12.984375,11.828125
74,2.104466199874878,-2.046520709991455,3.2061636447906494,13.6328125,13.5390625
75,0.9447757601737976,4.948851585388184,2.6166088581085205,13.1953125,13.5
4,0.09231124818325043,4.4773030281066895,4.587043762207031,18.109375,16.890625
5,2.0271923542022705,4.224588871002197,-1.0360361337661743,14.5390625,12.625
76,0.28129079937934875,3.665553569793701,4.09746789932251,19.046875,16.328125
77,0.7858573794364929,0.9504519104957581,-1.6181868314743042,18.59375,12.5625
6,1.966939091682434,2.5519309043884277,-2.4398601055145264,13.484375,12.7578125
78,1.9334321022033691,-0.16488856077194214,4.880809783935547,14.28125,16.390625
7,0.3112759590148926,4.108030796051025,4.710629463195801,15.328125,13.5703125
79,0.13956132531166077,4.57954216003418,4.25692081451416,14.34375,14.609375
8,0.12055714428424835,4.24480676651001,3.896465301513672,15.03125,14.5625
80,0.06285601109266281,3.736665725708008,3.2054638862609863,18.234375,14.4921875
9,1.8440226316452026,0.9481873512268066,-3.353424549102783,12.484375,15.578125
81,0.25106334686279297,2.7883033752441406,3.4463884830474854,13.375,13.6796875
10,0.9459096789360046,1.3388947248458862,3.4366683959960938,15.0625,12.3828125
82,1.3682870864868164,-0.7038640379905701,2.641517162322998,12.8671875,12.109375
11,1.2764298915863037,-1.8257781267166138,1.648302435874939,13.9921875,16.8125
83,1.8065475225448608,0.30419543385505676,4.824596881866455,13.8515625,13.875
12,0.1378689706325531,3.894918441772461,4.126393795013428,13.609375,12.4765625
84,2.331685781478882,-4.419728755950928,1.9138388633728027,14.3671875,19.390625
85,2.062919855117798,5.019084453582764,0.299979031085968,17.265625,21.65625
13,0.36539843678474426,-2.5457067489624023,-3.011183977127075,12.078125,16.5625
86,0.4442116320133209,-3.269021987915039,-2.24513578414917,14.0390625,13.171875
14,0.2753964364528656,4.658679962158203,3.8333020210266113,15.8125,14.4453125
87,1.6434524059295654,1.90819251537323,-2.808863639831543,21.078125,15.0
15,2.281193494796753,4.579165935516357,-0.9543118476867676,16.703125,18.40625
88,0.3331166207790375,-2.1641006469726562,-2.9785408973693848,12.9609375,13.140625
16,1.8104746341705322,-2.3031787872314453,2.2846598625183105,12.671875,13.28125
89,1.0079350471496582,2.782193660736084,1.513693928718567,12.71875,25.234375
17,1.073354721069336,2.250420093536377,5.059462070465088,13.578125,14.828125
90,0.8637834787368774,3.956230640411377,1.720072627067566,16.453125,15.6953125
18,0.03538784012198448,2.0061237812042236,2.2039899826049805,12.9453125,14.046875
91,0.5478559732437134,3.101123094558716,4.522855281829834,13.578125,14.09375
92,1.2292472124099731,3.3149220943450928,5.225948810577393,15.3203125,3.693359375
19,0.7978148460388184,4.943230152130127,2.9716434478759766,12.234375,12.46875
93,0.09701433777809143,0.44419926404953003,0.45437249541282654,23.765625,21.4375
20,0.06968284398317337,4.570405006408691,4.607935905456543,16.34375,14.984375
94,0.10023606568574905,4.6139397621154785,5.022794246673584,13.875,15.4609375
21,0.6703369617462158,-1.042497992515564,0.7060191631317139,12.96875,13.6953125
95,0.1693395972251892,2.513066291809082,2.057387351989746,14.40625,14.078125
22,0.5574750304222107,4.716618061065674,3.3831369876861572,14.296875,14.90625
96,2.3719730377197266,-1.4737833738327026,4.275956630706787,16.90625,15.0859375
23,2.6569669246673584,-2.733476161956787,3.9388833045959473,12.8359375,13.1171875
97,0.7919991612434387,4.769186019897461,2.8072593212127686,12.5859375,12.7734375
24,0.8657675981521606,-1.1269322633743286,-3.885629892349243,17.921875,11.984375
98,2.209280490875244,-1.5095888376235962,4.210273742675781,14.828125,16.78125
25,0.7352061867713928,1.21329927444458,3.0742244720458984,13.03125,13.25
99,2.6067237854003906,-3.1465163230895996,3.146298885345459,15.828125,13.5703125
100,3.4266316890716553,-4.367833614349365,4.2320876121521,13.3984375,13.7109375
26,1.2296142578125,-2.5310397148132324,0.6042934656143188,11.5234375,12.1328125
101,2.0940301418304443,1.1930336952209473,5.23138952255249,16.109375,4.1328125
27,2.071157932281494,-2.818718194961548,2.317472219467163,13.359375,12.9296875
102,2.4352807998657227,3.568207263946533,-2.136715888977051,12.96875,16.8125
28,0.377287894487381,1.1905089616775513,0.4902229607105255,14.1796875,16.609375
103,2.5853865146636963,4.1330790519714355,-2.652278184890747,17.0,13.796875
29,0.3811790347099304,4.22659158706665,4.828209400177002,14.71875,11.203125
104,1.8814709186553955,0.0073145851492881775,4.4640936851501465,17.109375,14.625
30,2.121223211288452,2.532776355743408,-3.0547802448272705,15.765625,12.9296875
105,1.2593592405319214,-3.8575477600097656,-0.7337713837623596,12.359375,12.109375
106,1.70263671875,0.9705554246902466,-3.1454741954803467,11.84375,13.2578125
107,0.7076277732849121,5.237664699554443,3.723046064376831,13.734375,16.28125
108,2.432887077331543,-1.4633159637451172,4.430933952331543,16.125,14.2265625
109,1.6036111116409302,4.664389133453369,0.945397675037384,11.7890625,14.6953125
110,0.22831043601036072,2.721189022064209,3.862416982650757,13.421875,19.125
111,1.994020700454712,5.1120734214782715,-0.3263441026210785,20.71875,16.203125
112,0.6761496067047119,-2.2894978523254395,-1.0664845705032349,16.171875,11.4921875
113,0.6835500597953796,2.1425838470458984,3.7171106338500977,16.015625,14.6640625
114,1.8375824689865112,-3.0800485610961914,1.4046777486801147,13.2890625,12.1875
115,0.67387855052948,2.608396053314209,4.163620948791504,15.265625,13.9609375
116,1.5855334997177124,-0.9354523420333862,3.1836462020874023,15.2265625,16.765625
117,0.4083273410797119,3.6260018348693848,4.690038204193115,12.75,13.1875
118,1.1482704877853394,-2.344635486602783,0.06580420583486557,17.109375,12.5
119,0.24946387112140656,3.9490768909454346,4.2808966636657715,19.59375,16.671875
120,3.0639960765838623,3.7784769535064697,-3.7867038249969482,14.515625,15.4765625
121,0.04872724786400795,3.9587528705596924,4.247592926025391,11.609375,13.28125
122,0.5988655686378479,2.4335126876831055,4.328503131866455,14.484375,18.453125
123,0.8971428871154785,2.8860130310058594,0.41506922245025635,18.65625,16.375
124,1.0809838771820068,-2.558352470397949,0.08812636882066727,12.84375,12.2734375
125,0.7268484830856323,-2.1779732704162598,-4.103936672210693,15.5390625,14.453125
126,0.6878280639648438,1.7346001863479614,4.092285633087158,18.328125,24.703125
127,3.0169246196746826,3.6351990699768066,-3.97829008102417,16.171875,15.4765625
128,1.3920211791992188,-2.3266000747680664,0.8623104691505432,17.34375,14.421875
129,2.7788894176483154,4.948126316070557,-2.23907470703125,16.859375,14.46875
130,0.0013668537139892578,5.1466755867004395,5.1466755867004395,3.69921875,3.6640625
131,1.4374760389328003,0.07575248926877975,4.2035231590271,13.28125,18.609375
132,0.8210473656654358,2.1339850425720215,4.30038595199585,18.21875,19.359375
133,0.2739461362361908,4.016715049743652,2.8150808811187744,17.96875,12.8046875
134,0.8075674176216125,2.361362934112549,4.34464168548584,14.7734375,14.4140625
135,3.246988534927368,3.4126029014587402,-4.557435989379883,14.625,16.125
136,0.35931339859962463,3.819589614868164,1.3195242881774902,40.71875,24.6875
137,1.3118042945861816,4.893274784088135,3.8883538246154785,13.34375,36.09375
138,0.44288548827171326,3.8268449306488037,4.934329032897949,19.765625,19.765625
139,1.4260345697402954,3.0706543922424316,-1.4386621713638306,27.703125,18.265625
140,0.7571286559104919,3.3818044662475586,3.754145622253418,23.203125,45.84375
141,0.7626097202301025,2.699242115020752,2.2619788646698,14.578125,29.28125
142,0.12727661430835724,-4.026124954223633,-4.405917644500732,13.59375,12.9765625
143,0.6993110179901123,4.790806293487549,3.8790159225463867,18.796875,27.171875
144,2.565735340118408,-3.845858097076416,4.250710964202881,18.3125,35.125
145,0.3003300726413727,1.7331079244613647,0.8737009763717651,15.1484375,14.0625
146,0.9483371376991272,-0.4597083330154419,1.7925729751586914,15.859375,14.671875
147,0.6578864455223083,-2.8453783988952637,-1.0869795083999634,13.140625,14.28125
148,0.770973265171051,2.0422708988189697,-0.09266407042741776,16.015625,13.9453125
149,0.41957393288612366,4.164233684539795,3.8579559326171875,30.90625,17.34375
150,2.3751914501190186,4.104922771453857,-1.6528652906417847,14.6953125,16.515625
151,2.232419490814209,3.3844993114471436,-2.5475215911865234,17.765625,14.265625
152,0.09307190775871277,-4.205970287322998,-4.367764949798584,19.15625,15.21875
153,0.5140182375907898,4.475758075714111,2.220672130584717,25.890625,16.203125
154,0.1707184612751007,4.932485580444336,3.7714953422546387,29.09375,13.21875
155,0.1409476399421692,3.6158928871154785,3.6442971229553223,21.78125,25.578125
156,1.7997241020202637,0.008128933608531952,4.794670581817627,14.9765625,17.84375
157,1.0445899963378906,-0.3041059374809265,4.154686450958252,15.8125,34.28125
158,1.1090425252914429,3.0611557960510254,3.7865874767303467,32.15625,11.671875
159,1.0317213535308838,-2.442007303237915,1.2101916074752808,13.0625,23.796875
160,0.10955996066331863,4.028212547302246,4.084323883056641,17.421875,20.71875
161,1.8086085319519043,4.424304008483887,-1.0162901878356934,22.234375,13.046875
162,1.2257962226867676,4.661258220672607,1.7298084497451782,19.796875,21.140625
163,2.4607536792755127,-2.03818416595459,4.2333664894104,13.6953125,14.875
164,2.4875519275665283,-1.6860886812210083,4.4102864265441895,17.15625,15.921875
165,2.691887855529785,1.3648205995559692,-4.641932964324951,14.90625,22.15625
166,0.19175215065479279,2.3654539585113525,3.0949513912200928,12.5234375,15.0234375
167,2.2410900592803955,1.9028658866882324,-3.8604073524475098,19.0625,17.46875
168,0.033436428755521774,-3.887080192565918,-4.120851516723633,16.8125,13.640625
169,0.4057837426662445,3.0721468925476074,4.038025856018066,20.921875,20.4375
170,1.7439779043197632,3.971449375152588,-1.598544716835022,25.96875,13.890625
0,1.560335636138916,2.247068166732788,-1.6547235250473022,10.0,10.0,3.901791572570801
171,1.2099790573120117,-0.07384905964136124,-3.0292229652404785,12.4453125,13.140625
1,0.001816067611798644,-0.6956968307495117,-0.6911555528640747,10.0,10.0,-0.004541277885437012
172,3.422717571258545,-2.824899435043335,4.966405391693115,22.171875,14.4921875
2,2.94803524017334,-3.1209664344787598,4.250921726226807,10.0,10.0,-7.371888160705566
173,2.231281280517578,-2.760248899459839,4.167949199676514,13.71875,27.203125
174,0.782171368598938,4.8409318923950195,3.464127540588379,11.7265625,17.515625
3,0.14943411946296692,3.474062919616699,3.8477394580841064,10.0,10.0,-0.3736765384674072
175,0.44666236639022827,1.6559209823608398,2.5082011222839355,22.53125,19.890625
4,1.9880708456039429,-0.476334810256958,4.495055675506592,10.0,10.0,-4.971390724182129
176,1.5069650411605835,-2.173755168914795,1.0418428182601929,18.59375,13.0703125
5,0.5525677800178528,2.1885366439819336,3.570293426513672,10.0,10.0,-1.3817567825317383
177,1.261691927909851,-0.6806657314300537,3.909881353378296,22.0,36.34375
6,0.6212860941886902,0.4044061303138733,-1.1491883993148804,10.0,10.0,1.5535945892333984
178,1.5518404245376587,-1.1896196603775024,2.7915148735046387,14.046875,15.046875
7,2.9925222396850586,3.271907329559326,-4.2112250328063965,10.0,10.0,7.483132362365723
179,0.11651398241519928,-1.309395670890808,-1.2817116975784302,22.3125,19.671875
180,0.9876195192337036,4.475671768188477,5.127940654754639,30.390625,12.21875
8,0.28071072697639465,2.0240771770477295,1.3221290111541748,10.0,10.0,0.7019481658935547
181,1.0303140878677368,3.8053486347198486,4.586841106414795,33.96875,16.015625
9,0.28822144865989685,0.700546145439148,1.4212757349014282,10.0,10.0,-0.7207295894622803
182,2.0425267219543457,-3.5970921516418457,1.0241436958312988,18.5625,13.703125
183,2.8910622596740723,-1.1569064855575562,5.228275775909424,12.3203125,3.8828125
10,0.13043561577796936,0.7707309126853943,0.44456225633621216,10.0,10.0,0.32616865634918213
184,0.4243931472301483,-1.28658926486969,-0.4284721612930298,15.828125,13.796875
11,1.8359999656677246,0.7385163307189941,-3.852604389190674,10.0,10.0,4.591120719909668
185,1.622962236404419,-2.86650013923645,3.414552688598633,12.828125,35.0625
12,0.812329113483429,0.5871297121047974,-1.4441890716552734,10.0,10.0,2.0313186645507812
186,1.4209755659103394,1.7060962915420532,2.0308868885040283,51.4375,19.15625
13,0.7363643050193787,3.8575010299682617,2.0161406993865967,10.0,10.0,1.841360330581665
187,2.675166606903076,1.7161027193069458,-4.117978572845459,15.15625,23.71875
14,1.121256709098816,1.960558533668518,4.764384746551514,10.0,10.0,-2.803826332092285
188,2.7858574390411377,4.446305751800537,-2.692890167236328,17.078125,15.3515625
15,0.41208502650260925,3.268118381500244,4.298582553863525,10.0,10.0,-1.0304641723632812
189,0.24939587712287903,-4.2739386558532715,-3.855374813079834,14.3203125,12.265625
190,2.4303886890411377,3.2983689308166504,-3.6384615898132324,23.796875,15.1953125
16,0.9414437413215637,0.6594280004501343,3.0136122703552246,10.0,10.0,-2.354184150695801
191,1.9769418239593506,-1.5050549507141113,3.319365978240967,16.9375,15.7421875
17,2.600790023803711,2.456014633178711,-4.047548294067383,10.0,10.0,6.503562927246094
192,1.1610615253448486,-1.118408441543579,-4.21220064163208,14.953125,13.046875
18,0.6608067154884338,1.5042927265167236,3.1567130088806152,10.0,10.0,-1.6524202823638916
193,2.042943000793457,3.570544958114624,-2.0595438480377197,20.9375,15.71875
19,2.4357998371124268,-2.8710556030273438,3.219931125640869,10.0,10.0,-6.090986728668213
194,1.6895233392715454,4.607120513916016,0.4955621063709259,29.46875,30.609375
20,3.0264880657196045,4.014241695404053,-3.553825855255127,10.0,10.0,7.56806755065918
195,0.6692003011703491,3.231846809387207,1.035976529121399,19.515625,14.2890625
21,0.36268436908721924,4.471864223480225,3.564931869506836,10.0,10.0,0.9069323539733887
196,2.7801246643066406,-2.0999677181243896,4.766103744506836,13.9140625,13.0546875
197,2.5612478256225586,3.7878024578094482,-3.4098496437072754,23.8125,15.8828125
22,0.49544310569763184,2.4719016551971436,3.7108118534088135,10.0,10.0,-1.23891019821167
198,1.0387957096099854,-1.3648895025253296,3.452460289001465,15.046875,37.25
23,1.397635817527771,-1.730983853340149,1.7639588117599487,10.0,10.0,-3.4949426651000977
199,0.9129981994628906,-0.1515650749206543,-1.8936022520065308,38.03125,43.4375
24,0.41371026635169983,0.9611470699310303,1.9956753253936768,10.0,10.0,-1.0345282554626465
200,0.6781324148178101,-1.6200982332229614,-3.183030605316162,14.7890625,16.109375
201,0.3930615484714508,0.48661455512046814,4.163877010345459,23.640625,70.25
25,0.594492495059967,2.5446810722351074,4.031275272369385,10.0,10.0,-1.4865942001342773
26,0.4691743552684784,4.510058879852295,3.336836576461792,10.0,10.0,1.173222303390503
202,0.43305498361587524,4.324861526489258,1.6599284410476685,41.1875,25.359375
203,2.166755437850952,-0.03388793021440506,5.173386096954346,18.828125,16.71875
27,0.05661821737885475,-3.234941005706787,-3.376521110534668,10.0,10.0,0.14158010482788086
204,1.2189818620681763,1.1632312536239624,2.957523822784424,37.03125,24.5
28,0.01430052611976862,-0.07225767523050308,-0.10801763087511063,10.0,10.0,0.035759955644607544
205,0.9081604480743408,3.769829750061035,3.4441866874694824,19.078125,38.53125
29,1.1578552722930908,0.5559604167938232,3.451305389404297,10.0,10.0,-2.8953449726104736
30,0.28696852922439575,4.989105224609375,4.271508693695068,10.0,10.0,0.7175965309143066
206,1.491902470588684,-3.2128052711486816,1.9260649681091309,15.9921875,30.078125
207,1.1405353546142578,1.1008248329162598,-1.4836317300796509,14.6875,17.359375
31,0.4066798686981201,2.798504114151001,3.8154520988464355,10.0,10.0,-1.0169479846954346
208,1.497104287147522,-3.9282138347625732,-1.4814141988754272,38.875,25.90625
32,0.1395079344511032,4.1533074378967285,4.502162456512451,10.0,10.0,-0.34885501861572266
209,0.6280301809310913,-2.092667818069458,-0.5847089290618896,14.4921875,13.8671875
33,0.44592782855033875,3.5821757316589355,2.4670839309692383,10.0,10.0,1.1150918006896973
210,0.1324176788330078,3.6386594772338867,3.8916594982147217,38.5625,37.78125
34,1.118809461593628,2.9339516162872314,0.1362450122833252,10.0,10.0,2.7977066040039062
211,1.3004347085952759,-0.7966440320014954,3.1017208099365234,33.3125,39.78125
35,2.3440661430358887,4.189033508300781,-1.6725631952285767,10.0,10.0,5.861596584320068
212,0.6660248041152954,2.0531110763549805,4.1521735191345215,50.65625,55.0
213,0.4899955689907074,0.9139136075973511,2.7944750785827637,14.734375,21.296875
36,0.6655987501144409,-2.0485494136810303,-0.3841462731361389,10.0,10.0,-1.6644032001495361
214,0.1203186884522438,2.395805835723877,3.141322374343872,8.1796875,18.640625
37,3.2939908504486084,-3.870854139328003,4.366133213043213,10.0,10.0,-8.236987113952637
215,0.35721734166145325,4.981986999511719,0.6531786322593689,52.25,17.90625
38,1.6879842281341553,3.9594955444335938,-0.2614956498146057,10.0,10.0,4.220991134643555
216,1.6560659408569336,4.964330196380615,3.3954200744628906,17.125,42.84375
39,0.8032829165458679,-1.1102421283721924,-3.1189398765563965,10.0,10.0,2.008697748184204
217,0.750927209854126,0.8228131532669067,4.065824031829834,24.625,38.28125
40,2.2783734798431396,-2.7094459533691406,2.9878785610198975,10.0,10.0,-5.697324752807617
218,0.2647036612033844,4.420039653778076,3.831960439682007,64.375,51.875
219,1.976618766784668,0.33767157793045044,4.171050548553467,70.0625,59.0
41,3.335902214050293,3.695366144180298,-4.646425724029541,10.0,10.0,8.341792106628418
220,0.33318910002708435,3.580554246902466,1.9661281108856201,55.625,47.8125
42,2.146348476409912,3.238396644592285,-2.1287851333618164,10.0,10.0,5.367181777954102
221,1.8312596082687378,-0.3853878974914551,4.459504127502441,34.84375,37.5
43,1.4489339590072632,3.86767578125,0.2444564402103424,10.0,10.0,3.6232192516326904
222,0.9945588111877441,4.391735076904297,4.390458106994629,49.53125,24.65625
44,0.18879467248916626,3.3007922172546387,3.7728941440582275,10.0,10.0,-0.47210192680358887
223,0.060945503413677216,4.14597749710083,4.4272847175598145,48.71875,50.0
45,1.111774206161499,-3.5586347579956055,-0.7785204648971558,10.0,10.0,-2.78011417388916
224,0.9162915945053101,0.675399899482727,4.17371940612793,25.546875,37.625
46,3.0685508251190186,4.413640975952148,-3.2596092224121094,10.0,10.0,7.673250198364258
225,2.2168848514556885,4.5889506340026855,4.602025508880615,37.09375,92.625
226,1.766618013381958,3.9903440475463867,0.1508457362651825,42.28125,48.0625
47,0.6482459902763367,3.370276927947998,4.991287708282471,10.0,10.0,-1.6210107803344727
227,0.39783328771591187,2.0553226470947266,3.8899924755096436,15.765625,24.15625
48,0.21055735647678375,3.8489911556243896,3.3224692344665527,10.0,10.0,0.5265219211578369
228,2.0598866939544678,5.000494480133057,2.013582706451416,40.46875,62.09375
49,1.3688551187515259,0.2593563199043274,3.6823296546936035,10.0,10.0,-3.422973394393921
229,0.7779175639152527,5.152120113372803,3.5642731189727783,31.359375,34.9375
50,1.8403823375701904,-1.1545721292495728,3.447507619857788,10.0,10.0,-4.60207986831665
230,1.3668811321258545,-3.101618528366089,3.5888795852661133,19.5,52.21875
51,1.238976240158081,4.647691249847412,1.5494942665100098,10.0,10.0,3.0981969833374023
231,0.7905979752540588,2.5962464809417725,4.471661567687988,53.4375,52.40625
52,3.0427894592285156,4.874516010284424,-2.7343151569366455,10.0,10.0,7.608831405639648
232,2.2001335620880127,-4.483863353729248,4.301993370056152,15.7890625,48.625
53,1.4915114641189575,3.6934192180633545,-0.03626997023820877,10.0,10.0,3.729689121246338
233,0.05849287286400795,4.0459065437316895,4.811748027801514,26.28125,35.40625
54,2.223768711090088,0.12504231929779053,5.049591541290283,10.0,3.638671875,-4.924549102783203
234,0.7171960473060608,-4.053540229797363,-4.044233798980713,19.75,37.78125
55,0.8273303508758545,3.5110158920288086,1.4421848058700562,10.0,10.0,2.068830966949463
235,0.6763615012168884,4.6841816902160645,4.426458835601807,25.625,39.96875
56,3.0079891681671143,-3.4102799892425537,4.111529350280762,10.0,10.0,-7.5218095779418945
236,2.5720250606536865,-4.605147838592529,4.2464070320129395,14.4921875,38.6875
57,0.15589188039302826,4.885900497436523,4.496075630187988,10.0,10.0,0.38982486724853516
237,0.3888317346572876,4.273315906524658,3.3354763984680176,53.0,33.90625
58,1.1421499252319336,4.1908369064331055,1.334764838218689,10.0,10.0,2.856071949005127
238,1.561303734779358,1.820956826210022,1.227122187614441,68.0625,23.0625
239,0.4551045000553131,4.469618320465088,4.578360557556152,42.375,32.09375
59,0.3857375979423523,2.6791176795959473,1.7145382165908813,10.0,10.0,0.9645794630050659
240,0.3697696030139923,3.3482112884521484,4.737704753875732,47.96875,52.625
60,0.32324621081352234,4.486761569976807,3.6784486770629883,10.0,10.0,0.8083128929138184
241,1.4916037321090698,-2.4605767726898193,0.5837960243225098,29.078125,22.21875
61,0.11426977068185806,4.620777606964111,4.335033416748047,10.0,10.0,0.28574419021606445
242,0.29442262649536133,3.2179300785064697,4.719791412353516,23.796875,31.4375
62,1.4110296964645386,4.098684787750244,0.5702489614486694,10.0,10.0,3.528435707092285
243,0.09297008067369461,4.478686809539795,4.654407978057861,37.4375,41.53125
63,0.09638892859220505,-3.8975489139556885,-4.138579845428467,10.0,10.0,0.24103093147277832
244,0.28779250383377075,4.959569931030273,4.774930000305176,48.625,39.59375
64,3.133514165878296,-3.306184768676758,4.529513835906982,10.0,10.0,-7.83569860458374
245,0.09094420820474625,3.6930465698242188,3.7017126083374023,40.5,38.3125
65,2.4257686138153076,-3.760923147201538,2.304978847503662,10.0,10.0,-6.065901756286621
246,0.49491259455680847,3.36307430267334,5.061595439910889,46.75,51.375
